"app","docId","dateTime","op","targetType","id","vr","worksheet","axis0","item0","axis1","item1","dateTimeMS"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:38:20","cc_cellPhraseAppend","td","cc_3_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_3_0","2020-05-26T02:38:20.778Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:38:29","cc_paragraphRemove","span","cc_35","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","","","","","2020-05-26T02:38:29.548Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:38:29","cc_cellPhraseRemove","","other","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","","","","","2020-05-26T02:38:29.544Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:38:36","cc_cellText","td","cc_3_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_3_0","2020-05-26T02:38:36.948Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:38:55","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:38:55.567Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:39:10","cc_cellText","td","cc_1_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_1_0","2020-05-26T02:39:10.881Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:39:25","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:39:25.356Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:39:36","cc_cellText","td","cc_1_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_1_0","2020-05-26T02:39:36.344Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:39:48","cc_cellText","td","cc_1_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_1_0","2020-05-26T02:39:48.156Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:40:02","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:40:02.944Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:42:28","cc_documentBeforeSave","","other","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","","","","","2020-05-26T02:42:28.315Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:42:30","cc_documentLoaded","","other","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","","","","","2020-05-26T02:42:30.988Z"
"https://topic-writer.appspot.com/","25148b33-9cf3-11ea-ae2d-f57f26bae6ed","2020-05-26T02:43:37","cc_cellText","td","cc_4_1","0.7","https://docs.google.com/spreadsheets/d/1f320gkWf7OSXjhqv5IPitXg-_EKCf0T8-gqZDwCUyxc/edit","cc_3","cc_5","cc_4","cc_4_0","2020-05-26T02:43:37.826Z"
